hhid	pid	service	knows_service	used_service	freq_use	daily_msg_call
1261058.0	2	11	1	2		2
1261058.0	2	12	1	2		2
1261090.0	2	1	1	1	4	0
1261090.0	2	2	1	1	3	0
1261090.0	2	3	1	1	8	0
1261090.0	2	4	1	2		0
1261090.0	2	5	1	2		0
1261090.0	2	6	1	2		0
1261090.0	2	7	1	2		0
1261090.0	2	8	1	2		0
1261090.0	2	9	1	1	4	0
1261090.0	2	10	1	2		0
1261090.0	2	11	1	2		0
1261090.0	2	12	1	2		0
1261102.0	1	1	1	1	1	0
1261102.0	1	2	1	1	4	0
1261102.0	1	3	1	1	3	0
1261102.0	1	5	1	1	2	0
1261102.0	1	6	1	1	2	0
1261102.0	1	7	1	1	2	0
1261102.0	1	8	1	1	1	0
1261102.0	1	9	1	1	4	0
1261102.0	1	10	1	2		0
1261102.0	1	11	1	2		0
1261023.0	1	1	1	1	1	2
1261023.0	1	3	1	1	2	2
1261023.0	1	5	1	1	3	2
1261023.0	1	6	1	2		2
1261023.0	1	11	1	1	2	2
1261113.0	1	1	1	1	2	0
1261113.0	1	2	1	1	3	0
1261113.0	1	3	1	1	3	0
1261113.0	1	5	1	2		0
1261113.0	1	6	1	2		0
1261113.0	1	7	1	2		0
1261113.0	1	9	1	1	3	0
1261113.0	1	10	1	2		0
1261113.0	1	11	1	2		0
1261113.0	1	12	1	2		0
1261011.0	1	1	1	1	1	0
1261011.0	1	2	1	1	4	0
1261011.0	1	3	1	1	2	0
1261011.0	1	5	1	2		0
1261011.0	1	11	1	2		0
1261045.0	1	1	1	1	1	0
1261045.0	1	2	1	1	5	0
1261045.0	1	3	1	1	2	0
1261045.0	1	4	1	2		0
1261045.0	1	5	1	2		0
1261045.0	1	6	1	2		0
1261045.0	1	9	1	2		0
1261045.0	1	10	1	2		0
1261045.0	1	11	1	1	1	0
1261045.0	1	12	1	2		0
1262031.0	1	1	1	1	1	0
1262031.0	1	2	1	1	4	0
1262031.0	1	3	1	1	2	0
1262031.0	1	5	1	1	8	0
1262031.0	1	6	1	1	8	0
1262031.0	1	7	1	1	1	0
1262031.0	1	8	1	1	1	0
1262031.0	1	9	1	2		0
1262031.0	1	10	1	2		0
1262031.0	1	11	1	1	1	0
1262031.0	1	12	1	2		0
1262009.0	1	1	1	1	1	1
1262009.0	1	2	1	1	3	1
1262009.0	1	3	1	1	2	1
1262009.0	1	4	1	2		1
1262009.0	1	5	1	1	1	1
1262009.0	1	6	1	1	8	1
1262009.0	1	7	1	1	2	1
1262009.0	1	8	1	1	1	1
1262009.0	1	9	1	1	4	1
1262009.0	1	10	1	1	1	1
1262009.0	1	11	1	1	1	1
1262009.0	1	12	1	2		1
1262050.0	1	1	1	1	99	1
1262050.0	1	2	1	1	3	1
1262050.0	1	3	1	1	1	1
1262050.0	1	4	1	2		1
1262050.0	1	6	1	1	1	1
1262050.0	1	11	1	1	1	1
1262047.0	2	1	1	1	1	0
1262047.0	2	2	1	1	3	0
1262047.0	2	3	1	1	2	0
1262047.0	2	6	1	1	2	0
1262047.0	2	9	1	2		0
1262047.0	2	10	1	1	2	0
1262047.0	2	11	1	2		0
1262047.0	2	12	1	2		0
1262085.0	3	1	1	1	1	1
1262085.0	3	2	1	1	4	1
1262085.0	3	3	1	1	3	1
1262085.0	3	5	1	1	1	1
1262085.0	3	6	1	1	1	1
1262085.0	3	7	1	2		1
1262085.0	3	8	1	1	1	1
1262085.0	3	9	1	2		1
1262085.0	3	10	1	2		1
1262085.0	3	11	1	1	1	1
1262085.0	3	12	1	2		1
1262082.0	1	1	1	1	1	3
1262082.0	1	2	1	2		3
1262082.0	1	3	1	1	1	3
1262082.0	1	5	1	2		3
1262082.0	1	6	1	2		3
1262082.0	1	10	1	2		3
1262082.0	1	11	1	2		3
1262082.0	1	12	1	2		3
1262072.0	1	1	1	1	1	0
1262072.0	1	2	1	1	5	0
1262072.0	1	3	1	1	3	0
1262072.0	1	4	1	2		0
1262072.0	1	5	1	1	3	0
1262072.0	1	6	1	2		0
1262072.0	1	7	1	2		0
1262072.0	1	8	1	2		0
1262072.0	1	9	1	2		0
1262072.0	1	10	1	2		0
1262072.0	1	11	1	2		0
1262021.0	1	1	1	1	1	0
1262021.0	1	2	1	1	4	0
1262021.0	1	3	1	1	3	0
1262021.0	1	5	1	1	8	0
1262021.0	1	6	1	1	8	0
1262021.0	1	7	1	1	2	0
1262021.0	1	8	1	1	1	0
1262021.0	1	9	1	1	4	0
1262021.0	1	10	1	2		0
1262021.0	1	11	1	1	1	0
1262021.0	1	12	1	2		0
1262060.0	1	1	1	1	1	0
1262060.0	1	2	1	2		0
1262060.0	1	3	1	1	2	0
1262060.0	1	5	1	1	1	0
1262060.0	1	6	1	1	2	0
1262060.0	1	7	1	1	8	0
1262060.0	1	8	1	1	1	0
1262060.0	1	9	1	1	4	0
1262060.0	1	10	1	2		0
1262060.0	1	11	1	1	1	0
1262060.0	1	12	1	2		0
1262077.0	3	1	1	1	1	1
1262077.0	3	2	1	1	4	1
1262077.0	3	3	1	1	2	1
1262077.0	3	5	1	1	8	1
1262077.0	3	6	1	1	8	1
1262077.0	3	7	1	1	8	1
1262077.0	3	8	1	1	1	1
1262077.0	3	9	1	2		1
1262077.0	3	10	1	2		1
1262077.0	3	11	1	1	1	1
1262077.0	3	12	1	2		1
1289080.0	2	1	1	2		5
1289080.0	2	2	1	1	8	5
1289080.0	2	3	1	1	5	5
1289080.0	2	5	1	2		5
1289080.0	2	6	1	1	2	5
1289080.0	2	11	1	2		5
1289064.0	2	1	1	1	1	4
1289064.0	2	2	1	1	3	4
1289064.0	2	3	1	1	2	4
1289064.0	2	5	1	2		4
1289064.0	2	6	1	2		4
1289064.0	2	11	1	2		4
1289032.0	2	1	1	1	2	3
1289032.0	2	2	1	2		3
1289032.0	2	3	1	2		3
1289032.0	2	5	1	2		3
1289032.0	2	6	1	1	3	3
1289032.0	2	11	1	2		3
1289056.0	2	1	1	1	2	0
1289056.0	2	2	1	2		0
1289056.0	2	3	1	2		0
1289056.0	2	5	1	2		0
1289056.0	2	6	1	1	8	0
1289056.0	2	11	1	2		0
1289072.0	3	1	1	1	1	2
1289072.0	3	2	1	2		2
1289072.0	3	3	1	2		2
1289072.0	3	4	1	2		2
1289072.0	3	5	1	2		2
1289072.0	3	6	1	2		2
1289072.0	3	11	1	1	2	2
1289016.0	1	1	1	1	1	1
1289016.0	1	2	1	1	4	1
1289016.0	1	3	1	1	4	1
1289016.0	1	4	1	1	4	1
1289016.0	1	5	1	1	2	1
1289016.0	1	6	1	1	8	1
1289016.0	1	7	1	2		1
1289016.0	1	8	1	1	4	1
1289016.0	1	9	1	1	4	1
1289016.0	1	10	1	2		1
1289016.0	1	11	1	1	1	1
1289016.0	1	12	1	2		1
1289048.0	1	1	1	1	8	1
1289048.0	1	3	1	1	3	1
1289024.0	2	1	1	1	1	0
1289024.0	2	2	1	2		0
1289024.0	2	3	1	1	3	0
1289024.0	2	5	1	2		0
1289024.0	2	6	1	1	8	0
1289024.0	2	10	1	2		0
1289024.0	2	11	1	2		0
1289040.0	1	1	1	2		3
1289040.0	1	2	1	1	2	3
1289040.0	1	5	1	2		3
1289040.0	1	6	1	2		3
1289040.0	1	7	1	2		3
1289040.0	1	8	1	2		3
1289040.0	1	11	1	2		3
1290014.0	1	1	1	1	1	0
1290014.0	1	2	1	2		0
1290014.0	1	3	1	2		0
1290014.0	1	4	1	1	3	0
1290014.0	1	5	1	2		0
1290014.0	1	6	1	2		0
1290014.0	1	7	1	2		0
1290014.0	1	8	1	2		0
1290014.0	1	9	1	2		0
1290014.0	1	11	1	2		0
1290014.0	1	12	1	1	4	0
1290051.0	1	1	1	1	2	0
1290051.0	1	3	1	1	3	0
1290051.0	1	4	1	2		0
1290051.0	1	5	1	1	2	0
1290051.0	1	6	1	2		0
1290051.0	1	11	1	2		0
1290025.0	1	1	1	1	1	0
1290025.0	1	2	1	2		0
1290025.0	1	3	1	1	4	0
1290025.0	1	4	1	2		0
1290025.0	1	5	1	1	5	0
1290025.0	1	6	1	1	4	0
1290025.0	1	7	1	1	4	0
1290025.0	1	8	1	1	8	0
1290025.0	1	9	1	1	8	0
1290025.0	1	10	1	1	8	0
1290025.0	1	11	1	1	8	0
1290025.0	1	12	1	1	8	0
1290035.0	2	1	1	1	1	0
1290035.0	2	2	1	1	4	0
1290035.0	2	3	1	2		0
1290035.0	2	4	1	2		0
1290035.0	2	5	1	1	8	0
1290035.0	2	6	1	2		0
1290035.0	2	7	1	2		0
1290035.0	2	8	1	2		0
1290035.0	2	9	1	2		0
1290035.0	2	10	1	1	5	0
1290035.0	2	11	1	2		0
1290035.0	2	12	1	2		0
1290019.0	2	1	1	1	1	0
1290019.0	2	2	1	1	8	0
1290019.0	2	3	1	1	4	0
1290019.0	2	5	1	1	4	0
1290019.0	2	6	1	1	3	0
1290019.0	2	7	1	1	3	0
1290019.0	2	8	1	2		0
1290019.0	2	9	1	2		0
1290019.0	2	10	1	1	8	0
1290019.0	2	11	1	1	2	0
1290019.0	2	12	1	2		0
1290030.0	1	1	1	1	4	0
1290030.0	1	2	1	2		0
1290030.0	1	3	1	2		0
1290030.0	1	4	1	2		0
1290030.0	1	5	1	1	4	0
1290030.0	1	6	1	2		0
1290030.0	1	10	1	1	1	0
1290030.0	1	11	1	2		0
1290046.0	2	1	1	1	2	0
1290046.0	2	2	1	1	6	0
1290046.0	2	3	1	1	6	0
1290046.0	2	5	1	1	2	0
1290046.0	2	6	1	1	3	0
1290046.0	2	11	1	2		0
1290041.0	2	1	1	2		0
1290041.0	2	2	1	1	4	0
1290041.0	2	3	1	1	4	0
1290041.0	2	5	1	1	2	0
1290041.0	2	6	1	2		0
1290041.0	2	7	1	2		0
1290041.0	2	11	1	1	2	0
1290009.0	1	1	1	1	1	0
1290009.0	1	2	1	1	3	0
1290009.0	1	3	1	1	2	0
1290009.0	1	4	1	1	3	0
1290009.0	1	5	1	1	3	0
1290009.0	1	6	1	2		0
1290009.0	1	7	1	1	1	0
1290009.0	1	8	1	2		0
1290009.0	1	9	1	1	3	0
1290009.0	1	10	1	2		0
1290009.0	1	11	1	1	1	0
1290009.0	1	12	1	1	4	0
1290003.0	2	1	1	2		0
1290003.0	2	2	1	1	4	0
1290003.0	2	3	1	1	3	0
1290003.0	2	5	1	2		0
1290003.0	2	6	1	2		0
1290003.0	2	11	1	2		0
1290003.0	2	12	1	1	4	0
1310084.0	1	1	1	1	1	2
1310084.0	1	2	1	2		2
1310084.0	1	3	1	1	3	2
1310084.0	1	4	1	2		2
1310084.0	1	5	1	2		2
1310084.0	1	6	1	2		2
1310084.0	1	7	1	2		2
1310084.0	1	8	1	2		2
1310084.0	1	10	1	2		2
1310084.0	1	11	1	1	4	2
1310075.0	2	1	1	1	2	1
1310075.0	2	2	1	2		1
1310075.0	2	3	1	1	5	1
1310075.0	2	4	1	2		1
1310075.0	2	5	1	1	8	1
1310075.0	2	6	1	1	8	1
1310075.0	2	7	1	2		1
1310075.0	2	8	1	2		1
1310075.0	2	10	1	2		1
1310075.0	2	11	1	1	8	1
1310017.0	2	1	1	1	1	0
1310017.0	2	2	1	1	8	0
1310017.0	2	3	1	1	4	0
1310017.0	2	4	1	2		0
1310017.0	2	5	1	2		0
1310017.0	2	6	1	1	2	0
1310017.0	2	7	1	2		0
1310017.0	2	8	1	2		0
1310017.0	2	9	1	2		0
1310017.0	2	10	1	2		0
1310017.0	2	11	1	2		0
1310017.0	2	12	1	2		0
1310046.0	1	1	1	1	1	1
1310046.0	1	2	1	1	5	1
1310046.0	1	3	1	1	1	1
1310036.0	1	1	1	1	1	3
1310036.0	1	3	1	1	2	3
1310036.0	1	6	1	2		3
1310036.0	1	7	1	2		3
1310036.0	1	9	1	2		3
1310036.0	1	11	1	1	1	3
1310095.0	2	1	1	1	5	0
1310095.0	2	2	1	2		0
1310095.0	2	3	1	1	8	0
1310095.0	2	4	1	2		0
1310095.0	2	5	1	2		0
1310095.0	2	6	1	2		0
1310095.0	2	10	1	1	4	0
1310095.0	2	11	1	1	7	0
1310095.0	2	12	1	2		0
1310094.0	2	1	1	1	1	0
1310094.0	2	2	1	2		0
1310094.0	2	3	1	1	3	0
1310094.0	2	10	1	1	99	0
1310094.0	2	11	1	1	99	0
1310065.0	1	1	1	1	8	0
1310065.0	1	2	1	1	4	0
1310065.0	1	3	1	1	6	0
1310065.0	1	4	1	2		0
1310065.0	1	5	1	2		0
1310065.0	1	6	1	2		0
1310065.0	1	7	1	2		0
1310065.0	1	8	1	2		0
1310065.0	1	10	1	2		0
1310065.0	1	11	1	2		0
1310007.0	1	1	1	1	2	0
1310007.0	1	2	1	2		0
1310007.0	1	3	1	1	3	0
1310007.0	1	5	1	2		0
1310007.0	1	6	1	2		0
1310007.0	1	7	1	2		0
1310007.0	1	8	1	2		0
1310007.0	1	9	1	2		0
1310007.0	1	10	1	2		0
1310007.0	1	11	1	2		0
1310007.0	1	12	1	2		0
1310027.0	1	1	1	1	1	0
1310027.0	1	2	1	1	8	0
1310027.0	1	3	1	1	2	0
1310027.0	1	4	1	2		0
1310027.0	1	5	1	2		0
1310027.0	1	6	1	2		0
1310027.0	1	7	1	2		0
1310027.0	1	8	1	2		0
1310027.0	1	9	1	2		0
1310027.0	1	10	1	2		0
1310027.0	1	11	1	2		0
1310027.0	1	12	1	2		0
1311004.0	1	1	1	2		5
1311004.0	1	2	1	1	6	5
1311004.0	1	3	1	1	3	5
1311049.0	1	1	1	2		2
1311049.0	1	2	1	1	7	2
1311049.0	1	3	1	1	2	2
1311049.0	1	11	1	2		2
1311035.0	2	1	1	1	1	0
1311035.0	2	2	1	1	4	0
1311035.0	2	3	1	1	3	0
1311035.0	2	4	1	1	7	0
1311035.0	2	5	1	1	1	0
1311035.0	2	6	1	1	7	0
1311035.0	2	7	1	1	7	0
1311035.0	2	8	1	1	7	0
1311035.0	2	10	1	1	2	0
1311035.0	2	11	1	1	1	0
1311108.0	1	1	1	1	8	2
1311108.0	1	2	1	1	8	2
1311108.0	1	3	1	1	8	2
1311108.0	1	5	1	2		2
1311108.0	1	6	1	2		2
1311108.0	1	7	1	2		2
1311108.0	1	8	1	2		2
1311108.0	1	10	1	2		2
1311108.0	1	11	1	2		2
1311123.0	1	1	1	1	8	0
1311123.0	1	2	1	1	3	0
1311123.0	1	3	1	2		0
1311123.0	1	4	1	2		0
1311123.0	1	5	1	1	8	0
1311123.0	1	6	1	1	8	0
1311123.0	1	7	1	2		0
1311123.0	1	8	1	2		0
1311123.0	1	9	1	2		0
1311123.0	1	10	1	1	8	0
1311123.0	1	11	1	2		0
1311123.0	1	12	1	2		0
1311019.0	1	1	1	1	7	4
1311019.0	1	3	1	1	2	4
1311046.0	1	1	1	1	2	1
1311046.0	1	2	1	1	4	1
1311046.0	1	3	1	1	3	1
1311046.0	1	4	1	2		1
1311046.0	1	5	1	2		1
1311046.0	1	6	1	2		1
1311046.0	1	10	1	2		1
1311046.0	1	11	1	2		1
1311138.0	1	1	1	1	8	3
1311138.0	1	2	1	1	8	3
1311138.0	1	3	1	2		3
1311138.0	1	4	1	2		3
1311138.0	1	5	1	2		3
1311138.0	1	6	1	1	8	3
1311138.0	1	7	1	2		3
1311138.0	1	8	1	2		3
1311138.0	1	9	1	2		3
1311138.0	1	10	1	1	2	3
1311138.0	1	11	1	1	8	3
1311138.0	1	12	1	2		3
1311093.0	1	1	1	1	1	3
1311093.0	1	2	1	1	4	3
1311093.0	1	3	1	1	3	3
1311093.0	1	4	1	2		3
1311093.0	1	5	1	2		3
1311093.0	1	6	1	1	3	3
1311093.0	1	7	1	2		3
1311093.0	1	8	1	2		3
1311093.0	1	10	1	2		3
1311093.0	1	11	1	2		3
7069.0	1	1	1	1	8	0
7069.0	1	2	1	1	8	0
7069.0	1	3	1	2		0
7069.0	1	5	1	2		0
7069.0	1	6	1	1	8	0
7069.0	1	7	1	2		0
7069.0	1	8	1	2		0
7069.0	1	9	1	2		0
7069.0	1	10	1	1	8	0
7069.0	1	11	1	2		0
7150.0	1	1	1	1	1	0
7150.0	1	2	1	1	8	0
7150.0	1	3	1	1	8	0
7150.0	1	6	1	2		0
7150.0	1	10	1	2		0
7150.0	1	11	1	2		0
7020.0	1	1	1	1	1	0
7020.0	1	2	1	1	4	0
7020.0	1	3	1	1	2	0
7020.0	1	5	1	2		0
7020.0	1	6	1	2		0
7053.0	1	1	1	1	3	3
7053.0	1	2	1	2		3
7053.0	1	3	1	1	2	3
7053.0	1	5	1	2		3
7053.0	1	6	1	2		3
7053.0	1	11	1	2		3
7004.0	1	1	1	1	2	0
7004.0	1	2	1	1	4	0
7004.0	1	3	1	1	99	0
7004.0	1	6	1	1	2	0
7004.0	1	7	1	2		0
7004.0	1	8	1	2		0
7004.0	1	10	1	2		0
7004.0	1	11	1	2		0
7085.0	2	1	1	1	3	4
7085.0	2	2	1	2		4
7085.0	2	3	1	1	8	4
7085.0	2	5	1	2		4
7085.0	2	6	1	2		4
7085.0	2	11	1	2		4
7134.0	2	1	1	1	3	0
7134.0	2	2	1	2		0
7134.0	2	3	1	1	8	0
7134.0	2	11	1	2		0
7036.0	1	1	1	1	2	1
7036.0	1	2	1	2		1
7036.0	1	3	1	1	4	1
7036.0	1	5	1	2		1
7036.0	1	6	1	2		1
7036.0	1	11	1	2		1
7117.0	1	1	1	1	1	0
7117.0	1	2	1	2		0
7117.0	1	5	1	2		0
7117.0	1	6	1	1	8	0
7117.0	1	7	1	2		0
7117.0	1	11	1	1	1	0
7101.0	2	1	1	1	1	0
7101.0	2	2	1	2		0
7101.0	2	3	1	2		0
7101.0	2	4	1	2		0
7101.0	2	5	1	2		0
7101.0	2	6	1	1	8	0
7101.0	2	7	1	2		0
7101.0	2	8	1	2		0
7101.0	2	9	1	2		0
7101.0	2	10	1	1	8	0
7101.0	2	11	1	1	8	0
7101.0	2	12	1	2		0
11092.0	1	1	1	1	1	0
11092.0	1	2	1	1	4	0
11092.0	1	3	1	1	2	0
11092.0	1	4	1	2		0
11092.0	1	5	1	1	2	0
11092.0	1	6	1	1	1	0
11092.0	1	7	1	1	2	0
11092.0	1	10	1	1	1	0
11092.0	1	11	1	1	1	0
11059.0	1	1	1	1	1	0
11059.0	1	2	1	1	4	0
11059.0	1	3	1	1	2	0
11059.0	1	5	1	2		0
11059.0	1	6	1	2		0
11059.0	1	7	1	2		0
11059.0	1	10	1	1	1	0
11059.0	1	11	1	1	1	0
11125.0	2	1	1	1	1	0
11125.0	2	2	1	1	4	0
11125.0	2	3	1	1	2	0
11125.0	2	5	1	2		0
11125.0	2	6	1	2		0
11125.0	2	7	1	2		0
11125.0	2	8	1	2		0
11125.0	2	9	1	2		0
11125.0	2	10	1	1	1	0
11125.0	2	11	1	1	1	0
11125.0	2	12	1	2		0
11158.0	1	1	1	1	1	0
11158.0	1	2	1	2		0
11158.0	1	3	1	1	2	0
11158.0	1	5	1	2		0
11158.0	1	6	1	1	1	0
11158.0	1	10	1	1	1	0
11158.0	1	11	1	1	1	0
11074.0	1	1	1	1	2	0
11074.0	1	2	1	1	3	0
11074.0	1	3	1	1	8	0
11074.0	1	4	1	2		0
11074.0	1	5	1	2		0
11074.0	1	6	1	2		0
11074.0	1	7	1	2		0
11074.0	1	9	1	2		0
11074.0	1	10	1	2		0
11074.0	1	11	1	2		0
11074.0	1	12	1	2		0
11027.0	2	1	1	1	2	0
11027.0	2	2	1	2		0
11027.0	2	3	1	1	3	0
11027.0	2	5	1	2		0
11027.0	2	6	1	1	1	0
11027.0	2	8	1	2		0
11027.0	2	11	1	2		0
11010.0	1	1	1	1	1	0
11010.0	1	2	1	2		0
11010.0	1	3	1	1	5	0
11109.0	1	1	1	1	2	0
11109.0	1	2	1	1	3	0
11109.0	1	3	1	1	2	0
11109.0	1	4	1	2		0
11109.0	1	5	1	1	2	0
11109.0	1	6	1	1	8	0
11109.0	1	7	1	1	8	0
11109.0	1	8	1	2		0
11109.0	1	9	1	1	8	0
11109.0	1	10	1	1	8	0
11109.0	1	11	1	1	8	0
11109.0	1	12	1	1	8	0
11043.0	1	1	1	2		2
11043.0	1	3	1	1	2	2
11043.0	1	4	1	2		2
11043.0	1	5	1	2		2
11043.0	1	6	1	2		2
11043.0	1	11	1	2		2
11141.0	1	1	1	1	1	0
11141.0	1	2	1	1	5	0
11141.0	1	3	1	1	2	0
11141.0	1	5	1	2		0
11141.0	1	6	1	1	2	0
11141.0	1	7	1	2		0
11141.0	1	10	1	2		0
11141.0	1	11	1	2		0
15076.0	2	1	1	1	1	1
15076.0	2	2	1	1	4	1
15076.0	2	3	1	1	3	1
15076.0	2	5	1	2		1
15076.0	2	6	1	1	4	1
15076.0	2	10	1	2		1
15076.0	2	11	1	2		1
15017.0	3	1	1	1	1	0
15017.0	3	2	1	1	4	0
15017.0	3	3	1	2		0
15017.0	3	4	1	2		0
15017.0	3	5	1	2		0
15017.0	3	6	1	2		0
15017.0	3	7	1	2		0
15017.0	3	8	1	2		0
15017.0	3	9	1	2		0
15017.0	3	10	1	2		0
15017.0	3	11	1	1	1	0
15029.0	1	1	1	1	2	2
15029.0	1	2	1	2		2
15029.0	1	3	1	2		2
15029.0	1	4	1	2		2
15029.0	1	5	1	2		2
15029.0	1	6	1	2		2
15029.0	1	7	1	2		2
15029.0	1	8	1	2		2
15029.0	1	9	1	2		2
15029.0	1	10	1	2		2
15029.0	1	11	1	2		2
15029.0	1	12	1	2		2
15112.0	2	1	1	1	2	0
15112.0	2	3	1	2		0
15112.0	2	6	1	1	2	0
15112.0	2	7	1	2		0
15112.0	2	11	1	2		0
15100.0	2	1	1	1	2	0
15100.0	2	2	1	1	5	0
15100.0	2	3	1	1	3	0
15100.0	2	6	1	2		0
15100.0	2	11	1	2		0
15088.0	2	1	1	1	2	5
15088.0	2	2	1	1	6	5
15088.0	2	3	1	1	1	5
15088.0	2	5	1	2		5
15088.0	2	6	1	2		5
15088.0	2	11	1	2		5
15041.0	1	1	1	1	2	0
15041.0	1	2	1	1	8	0
15041.0	1	3	1	1	8	0
15041.0	1	5	1	2		0
15041.0	1	6	1	1	8	0
15041.0	1	7	1	2		0
15041.0	1	8	1	2		0
15041.0	1	10	1	2		0
15041.0	1	11	1	1	1	0
15041.0	1	12	1	2		0
1376078.0	2	1	1	1	1	0
1376078.0	2	2	1	1	5	0
1376078.0	2	3	1	1	4	0
1376078.0	2	4	1	1	7	0
1376078.0	2	5	1	1	2	0
1376078.0	2	6	1	1	1	0
1376078.0	2	7	1	2		0
1376078.0	2	8	1	2		0
1376078.0	2	9	1	2		0
1376078.0	2	10	1	1	4	0
1376078.0	2	11	1	1	1	0
1376078.0	2	12	1	2		0
1376042.0	1	1	1	1	1	1
1376042.0	1	2	1	1	5	1
1376042.0	1	3	1	2		1
1376042.0	1	4	1	2		1
1376042.0	1	5	1	2		1
1376042.0	1	6	1	1	8	1
1376042.0	1	7	1	2		1
1376042.0	1	8	1	2		1
1376042.0	1	9	1	1	8	1
1376042.0	1	11	1	1	2	1
1376115.0	1	1	1	1	1	1
1376115.0	1	2	1	2		1
1376115.0	1	3	1	1	3	1
1376115.0	1	5	1	1	8	1
1376115.0	1	6	1	2		1
1376115.0	1	7	1	2		1
1376115.0	1	8	1	2		1
1376115.0	1	9	1	2		1
1376115.0	1	10	1	1	2	1
1376115.0	1	11	1	2		1
1376006.0	2	1	1	1	1	5
1376006.0	2	2	1	1	7	5
1376006.0	2	3	1	1	2	5
1376006.0	2	5	1	1	1	5
1376006.0	2	6	1	1	1	5
1376006.0	2	7	1	2		5
1376006.0	2	8	1	1	2	5
1376006.0	2	9	1	2		5
1376006.0	2	10	1	2		5
1376006.0	2	11	1	1	4	5
1376006.0	2	12	1	2		5
1376018.0	1	1	1	1	2	0
1376018.0	1	2	1	1	4	0
1376018.0	1	3	1	1	2	0
1376018.0	1	5	1	2		0
1376018.0	1	6	1	1	2	0
1376018.0	1	7	1	2		0
1376018.0	1	8	1	2		0
1376018.0	1	11	1	1	2	0
1377051.0	2	1	1	1	2	0
1377051.0	2	2	1	2		0
1377051.0	2	3	1	2		0
1377051.0	2	4	1	2		0
1377051.0	2	5	1	2		0
1377051.0	2	6	1	1	3	0
1377051.0	2	9	1	2		0
1377051.0	2	10	1	2		0
1377051.0	2	11	1	1	1	0
1377051.0	2	12	1	2		0
1377099.0	1	1	1	1	1	5
1377099.0	1	2	1	2		5
1377099.0	1	3	1	1	2	5
1377099.0	1	5	1	2		5
1377099.0	1	6	1	2		5
1377099.0	1	9	1	2		5
1377099.0	1	10	1	2		5
1377099.0	1	11	1	1	5	5
1377099.0	1	12	1	2		5
1377057.0	2	1	1	1	1	0
1377057.0	2	2	1	2		0
1377057.0	2	3	1	1	2	0
1377057.0	2	4	1	2		0
1377057.0	2	5	1	2		0
1377057.0	2	6	1	1	2	0
1377057.0	2	7	1	2		0
1377057.0	2	8	1	2		0
1377057.0	2	9	1	2		0
1377057.0	2	10	1	2		0
1377057.0	2	11	1	1	8	0
1377025.0	2	1	1	1	1	0
1377025.0	2	2	1	1	4	0
1377025.0	2	3	1	1	2	0
1377025.0	2	4	1	2		0
1377025.0	2	5	1	1	2	0
1377025.0	2	6	1	1	2	0
1377025.0	2	7	1	2		0
1377025.0	2	8	1	2		0
1377025.0	2	9	1	2		0
1377025.0	2	10	1	1	1	0
1377025.0	2	11	1	1	2	0
1377025.0	2	12	1	2		0
1377036.0	1	1	1	1	3	4
1377036.0	1	2	1	2		4
1377036.0	1	3	1	1	4	4
1377036.0	1	5	1	2		4
1377036.0	1	6	1	2		4
1377036.0	1	11	1	2		4
1377004.0	2	1	1	1	1	0
1377004.0	2	2	1	1	5	0
1377004.0	2	3	1	1	2	0
1377004.0	2	4	1	2		0
1377004.0	2	5	1	2		0
1377004.0	2	6	1	1	99	0
1377004.0	2	7	1	2		0
1377004.0	2	8	1	2		0
1377004.0	2	9	1	2		0
1377004.0	2	11	1	2		0
1377004.0	2	12	1	2		0
1377068.0	2	1	1	1	1	3
1377068.0	2	3	1	1	2	3
1377068.0	2	5	1	2		3
1377068.0	2	6	1	1	1	3
1377068.0	2	7	1	2		3
1377068.0	2	8	1	2		3
1377068.0	2	11	1	2		3
1377046.0	2	1	1	1	1	0
1377046.0	2	2	1	1	4	0
1377046.0	2	3	1	1	99	0
1377046.0	2	5	1	2		0
1377046.0	2	6	1	1	8	0
1377046.0	2	10	1	2		0
1377046.0	2	11	1	1	99	0
1377015.0	1	1	1	1	1	0
1377015.0	1	2	1	1	3	0
1377015.0	1	3	1	1	4	0
1377015.0	1	4	1	2		0
1377015.0	1	5	1	2		0
1377015.0	1	6	1	2		0
1377015.0	1	7	1	2		0
1377015.0	1	8	1	2		0
1377015.0	1	9	1	2		0
1377015.0	1	10	1	2		0
1377015.0	1	11	1	2		0
1377015.0	1	12	1	2		0
1377089.0	1	1	1	1	1	0
1377089.0	1	2	1	1	2	0
1377089.0	1	3	1	1	4	0
1377089.0	1	4	1	2		0
1377089.0	1	5	1	1	6	0
1377089.0	1	6	1	1	5	0
1377089.0	1	7	1	1	8	0
1377089.0	1	8	1	2		0
1377089.0	1	9	1	2		0
1377089.0	1	10	1	2		0
1377089.0	1	11	1	1	1	0
1377089.0	1	12	1	2		0
2054.0	1	1	1	1	3	0
2054.0	1	2	1	2		0
2054.0	1	3	1	2		0
2054.0	1	4	1	2		0
2054.0	1	5	1	2		0
2054.0	1	6	1	2		0
2054.0	1	7	1	2		0
2054.0	1	8	1	2		0
2054.0	1	9	1	2		0
2054.0	1	10	1	2		0
2054.0	1	11	1	2		0
2054.0	1	12	1	2		0
2076.0	1	1	1	1	2	0
2076.0	1	2	1	2		0
2076.0	1	3	1	1	4	0
2076.0	1	4	1	2		0
2076.0	1	5	1	2		0
