hhid	saving_instrument	instr_usage	importance_rank	safety_rank	use_reason	use_reason_other	non_use_reason	non_use_reason_other	money_loss	times_loss	biggest_loss
1540086.0	7	2					5				
1540086.0	8	2					1				
1540086.0	9	2					2				
1540086.0	10	2					2				
1540033.0	1	2					7				
1540033.0	2	1	2	2	2				2		
1540033.0	3	1	1	1	9	16			2		
1540033.0	4	1	3	3	9	37			2		
1540033.0	5	2					7				
1540033.0	6	2					7				
1540033.0	7	2					5				
1540033.0	8	2					1				
1540033.0	9	2					7				
1540033.0	10	2					3				
1540022.0	1	2					9	25			
1540022.0	2	1	1	1	2				2		
1540022.0	3	2					3				
1540022.0	4	2					9	32			
1540022.0	5	1	2	2	2				2		
1540022.0	6	2					5				
1540022.0	7	2					1				
1540022.0	8	2					5				
1540022.0	9	2					7				
1540022.0	10	2					3				
1540076.0	1	2					3				
1540076.0	2	1	1	1	2				2		
1540076.0	3	2					3				
1540076.0	4	2					3				
1540076.0	5	2					3				
1540076.0	6	2					1				
1540076.0	7	2					1				
1540076.0	8	2					1				
1540076.0	9	2					3				
1540076.0	10	2					3				
1540044.0	1	2					3				
1540044.0	2	1	2	2	6				2		
1540044.0	3	1	1	1	1				2		
1540044.0	4	2					3				
1540044.0	5	2					8				
1540044.0	6	2					1				
1540044.0	7	2					1				
1540044.0	8	2					1				
1540044.0	9	2					3				
1540044.0	10	2					2				
1540065.0	1	1	1	1	1				2		
1540065.0	2	1	3	3	6				2		
1540065.0	3	1	2	2	3				2		
1540065.0	4	2					4				
1540065.0	5	2					7				
1540065.0	6	2					1				
1540065.0	7	2					1				
1540065.0	8	2					1				
1540065.0	9	2					1				
1540065.0	10	2					3				
1540011.0	1	1	1	1	1				2		
1540011.0	2	1	2	2	6				2		
1540011.0	3	2					7				
1540011.0	4	2					4				
1540011.0	5	2					3				
1540011.0	6	2					1				
1540011.0	7	2					1				
1540011.0	8	2					1				
1540011.0	9	2					1				
1540011.0	10	2					3				
1649041.0	1	1	1	1	1				2		
1649041.0	2	1	4	3	2				2		
1649041.0	3	2					3				
1649041.0	4	2					4				
1649041.0	5	1	2	2	6				2		
1649041.0	6	1	3	4	5				2		
1649041.0	7	2					7				
1649041.0	8	2					8				
1649041.0	9	2					4				
1649041.0	10	2					3				
1649063.0	1	2					7				
1649063.0	2	2					1				
1649063.0	3	1	2	1	1				2		
1649063.0	4	1	1	2	2				2		
1649063.0	5	2					9	26			
1649063.0	6	2					5				
1649063.0	7	2					1				
1649063.0	8	2					5				
1649063.0	9	2					7				
1649063.0	10	2					4				
1649005.0	1	2					3				
1649005.0	2	1	3	3	2				2		
1649005.0	3	2					4				
1649005.0	4	1	2	2	3				2		
1649005.0	5	1	1	1	2				2		
1649005.0	6	2					5				
1649005.0	7	2					7				
1649005.0	8	2					8				
1649005.0	9	2					7				
1649005.0	10	2					3				
1649049.0	1	2					4				
1649049.0	2	2					1				
1649049.0	3	2					4				
1649049.0	4	2					1				
1649049.0	5	2					9	26			
1649049.0	6	2					1				
1649049.0	7	2					1				
1649049.0	8	2					1				
1649049.0	9	2					8				
1649049.0	10	2					7				
1649070.0	1	2					4				
1649070.0	2	1	3	3	2				2		
1649070.0	3	2					8				
1649070.0	4	1	1	1	5				2		
1649070.0	5	2					7				
1649070.0	6	1	2	2	6				2		
1649070.0	7	2					4				
1649070.0	8	2					7				
1649070.0	9	2					8				
1649070.0	10	2					3				
1649056.0	1	1	2	1	1				2		
1649056.0	2	1	3	3	2				2		
1649056.0	3	2					4				
1649056.0	4	1	1	2	6				2		
1649056.0	5	2					9	22			
1649056.0	6	2					1				
1649056.0	7	2					1				
1649056.0	8	2					5				
1649056.0	9	2					3				
1649056.0	10	2					3				
1649034.0	1	1	1	1	1				2		
1649034.0	2	2					7				
1649034.0	3	2					4				
1649034.0	4	2					7				
1649034.0	5	2					7				
1649034.0	6	2					1				
1649034.0	7	2					5				
1649034.0	8	2					1				
1649034.0	9	2					3				
1649034.0	10	2					3				
1649012.0	1	2					3				
1649012.0	2	1	2	2	6				2		
1649012.0	3	2					4				
1649012.0	4	1	1	1	3				2		
1649012.0	5	2					7				
1649012.0	6	2					3				
1649012.0	7	2					3				
1649012.0	8	2					1				
1649012.0	9	2					1				
1649012.0	10	2					3				
1649027.0	1	2					3				
1649027.0	2	1	2	3	2				2		
1649027.0	3	2					4				
1649027.0	4	1	1	1	2				2		
1649027.0	5	2					7				
1649027.0	6	2					8				
1649027.0	7	2					7				
1649027.0	8	2					7				
1649027.0	9	1	3	2	3				2		
1649027.0	10	2					3				
1649019.0	1	2					3				
1649019.0	2	2					1				
1649019.0	3	1	1	1	1				2		
1649019.0	4	2					8				
1649019.0	5	2					9	22			
1649019.0	6	2					4				
1649019.0	7	2					7				
1649019.0	8	2					1				
1649019.0	9	2					2				
1649019.0	10	2					3				
1650029.0	1	2					4				
1650029.0	2	2					1				
1650029.0	3	2					4				
1650029.0	4	1	1	1	6				2		
1650029.0	5	2					9	26			
1650029.0	6	2					5				
1650029.0	7	2					1				
1650029.0	8	2					5				
1650029.0	9	2					7				
1650029.0	10	2					4				
1650061.0	1	2					7				
1650061.0	2	2					1				
1650061.0	3	1	2	1	1				2		
1650061.0	4	1	1	2	6				1	1	500
1650061.0	5	2					4				
1650061.0	6	2					5				
1650061.0	7	2					7				
1650061.0	8	2					1				
1650061.0	9	2					1				
1650061.0	10	2					4				
1650072.0	1	2					3				
1650072.0	2	2					7				
1650072.0	3	1	1	1	1				2		
1650072.0	4	2					3				
1650072.0	5	2					7				
1650072.0	6	2					1				
1650072.0	7	2					1				
1650072.0	8	2					8				
1650072.0	9	2					3				
1650072.0	10	2					3				
1650050.0	1	2					3				
1650050.0	2	2					3				
1650050.0	3	2					3				
1650050.0	4	2					3				
1650050.0	5	2					3				
1650050.0	6	2					3				
1650050.0	7	2					3				
1650050.0	8	2					3				
1650050.0	9	2					3				
1650050.0	10	2					3				
1650107.0	1	2					3				
1650107.0	2	1	1	1	6				2		
1650107.0	3	2					8				
1650107.0	4	2					4				
1650107.0	5	2					9	22			
1650107.0	6	2					8				
1650107.0	7	2					7				
1650107.0	8	2					8				
1650107.0	9	2					8				
1650107.0	10	2					4				
1650018.0	1	2					9	25			
1650018.0	2	1	1	1	2				2		
1650018.0	3	2					4				
1650018.0	4	2					4				
1650018.0	5	2					9	22			
1650018.0	6	2					4				
1650018.0	7	2					8				
1650018.0	8	2					8				
1650018.0	9	2					7				
1650018.0	10	2					8				
1650093.0	1	2					3				
1650093.0	2	2					1				
1650093.0	3	2					4				
1650093.0	4	1	1	1	6				2		
1650093.0	5	2					4				
1650093.0	6	2					8				
1650093.0	7	2					8				
1650093.0	8	2					1				
1650093.0	9	2					3				
1650093.0	10	2					3				
1650083.0	1	2					3				
1650083.0	2	2					1				
1650083.0	3	2					3				
1650083.0	4	2					4				
1650083.0	5	2					4				
1650083.0	6	2					1				
1650083.0	7	2					1				
1650083.0	8	2					1				
1650083.0	9	2					3				
1650083.0	10	2					3				
1650104.0	1	2					8				
1650104.0	2	1	4	3	6				2		
1650104.0	3	2					8				
1650104.0	4	1	3	4	6				2		
1650104.0	5	1	1	1	1				2		
1650104.0	6	2					8				
1650104.0	7	1	2	2	5				2		
1650104.0	8	2					4				
1650104.0	9	2					7				
1650104.0	10	2					7				
1650039.0	1	2					7				
1650039.0	2	1	2	2	6				2		
1650039.0	3	2					4				
1650039.0	4	2					7				
1650039.0	5	2					8				
1650039.0	6	1	1	1	5				2		
1650039.0	7	2					4				
1650039.0	8	2					7				
1650039.0	9	2					8				
1650039.0	10	2					3				
794141.0	1	2					3				
794141.0	2	1	4	3	2				2		
794141.0	3	1	1	1	1				2		
794141.0	4	1	3	2	1				2		
794141.0	5	2					4				
794141.0	6	2					7				
794141.0	7	2					8				
794141.0	8	2					7				
794141.0	9	2					4				
794141.0	10	1	2	4	1				2		
794127.0	1	2					7				
794127.0	2	1	3	4	7				2		
794127.0	3	2					7				
794127.0	4	1	1	1	7				2		
794127.0	5	2					7				
794127.0	6	2					3				
794127.0	7	1	2	2	7				2		
794127.0	8	1	5	3	7				2		
794127.0	9	2					3				
794127.0	10	2					3				
794027.0	1	2					7				
794027.0	2	2					1				
794027.0	3	2					4				
794027.0	4	2					7				
794027.0	5	1	1	1	2				2		
794027.0	6	2					5				
794027.0	7	2					7				
794027.0	8	2					1				
794027.0	9	2					8				
794027.0	10	2					4				
794041.0	1	1	1	1	1				2		
794041.0	2	1	2	2	2				2		
794041.0	3	2					4				
794041.0	4	2					8				
794041.0	5	2					3				
794041.0	6	2					7				
794041.0	7	2					4				
794041.0	8	2					8				
794041.0	9	2					3				
794041.0	10	2					3				
794070.0	1	1	1	1	1				2		
794070.0	2	2					1				
794070.0	3	1	2	2	2				2		
794070.0	4	1	4	4	2				2		
794070.0	5	2					7				
794070.0	6	2					8				
794070.0	7	2					1				
794070.0	8	2					1				
794070.0	9	2					3				
794070.0	10	1	3	3	1				2		
794013.0	1	2					3				
794013.0	2	1	1	1	6				2		
794013.0	3	2					3				
794013.0	4	2					7				
794013.0	5	2					9	22			
794013.0	6	2					1				
794013.0	7	2					1				
794013.0	8	2					5				
794013.0	9	2					3				
794013.0	10	2					3				
794056.0	1	1	1	2	1				2		
794056.0	2	1	2	3	2				2		
794056.0	3	1	3	5	6				2		
794056.0	4	2					4				
794056.0	5	1	5	1	1				2		
794056.0	6	1	4	4	6				2		
794056.0	7	2					4				
794056.0	8	2					8				
794056.0	9	2					6				
794056.0	10	2					3				
794084.0	1	2					3				
794084.0	2	2					1				
794084.0	3	2					4				
794084.0	4	2					7				
794084.0	5	2					9	22			
794084.0	6	2					1				
794084.0	7	2					5				
794084.0	8	2					5				
794084.0	9	2					3				
794084.0	10	2					3				
794112.0	1	2					3				
794112.0	2	1	1	1	2				2		
794112.0	3	2					4				
794112.0	4	2					4				
794112.0	5	2					7				
794112.0	6	2					8				
794112.0	7	2					7				
794112.0	8	2					8				
794112.0	9	2					8				
794112.0	10	2					7				
794086.0	1	2					4				
794086.0	2	2					1				
794086.0	3	2					4				
794086.0	4	2					3				
794086.0	5	2					9	26			
794086.0	6	2					5				
794086.0	7	2					1				
794086.0	8	2					1				
794086.0	9	2					7				
794086.0	10	2					4				
805053.0	1	1	1	1	1				2		
805053.0	2	1	4	4	2				2		
805053.0	3	2					7				
805053.0	4	2					8				
805053.0	5	1	2	2	6				2		
805053.0	6	1	3	3	2				2		
805053.0	7	2					4				
805053.0	8	2					3				
805053.0	9	2					8				
805053.0	10	2					3				
805003.0	1	1	1	1	1				2		
805003.0	2	1	2	2	6				2		
805003.0	3	2					8				
805003.0	4	2					7				
805003.0	5	2					4				
805003.0	6	2					3				
805003.0	7	2					4				
805003.0	8	2					7				
805003.0	9	2					8				
805003.0	10	2					3				
805033.0	1	2					3				
805033.0	2	2					1				
805033.0	3	2					3				
805033.0	4	1	1	1	6				2		
805033.0	5	2					7				
805033.0	6	2					1				
805033.0	7	2					1				
805033.0	8	2					1				
805033.0	9	2					3				
805033.0	10	2					3				
805058.0	1	1	1	1	1				2		
805058.0	2	2					1				
805058.0	3	2					8				
805058.0	4	2					7				
805058.0	5	2					7				
805058.0	6	2					1				
805058.0	7	2					1				
805058.0	8	2					1				
805058.0	9	2					1				
805058.0	10	2					3				
805023.0	1	2					3				
805023.0	2	2					1				
805023.0	3	1	1	1	2				2		
805023.0	4	1	2	2	6				1	1	10000
805023.0	5	2					8				
805023.0	6	2					7				
805023.0	7	2					7				
805023.0	8	2					5				
805023.0	9	2					5				
805023.0	10	1	3	3	9	20			2		
805013.0	1	1	1	1	7				2		
805013.0	2	2					1				
805013.0	3	1	2	2	7				2		
805013.0	4	1	5	5	7				2		
805013.0	5	1	4	4	7				2		
805013.0	6	2					1				
805013.0	7	2					1				
805013.0	8	2					5				
805013.0	9	2					8				
805013.0	10	1	3	3	7				2		
805043.0	1	2					3				
805043.0	2	1	1	1	2				2		
805043.0	3	2					3				
805043.0	4	2					3				
805043.0	5	2					9	26			
805043.0	6	2					7				
805043.0	7	2					7				
805043.0	8	2					5				
805043.0	9	2					8				
805043.0	10	2					7				
805041.0	1	2					3				
805041.0	2	1	4	4	2				2		
805041.0	3	2					4				
805041.0	4	1	3	3	1				2		
805041.0	5	1	2	2	2				2		
805041.0	6	2					5				
805041.0	7	2					7				
805041.0	8	2					5				
805041.0	9	1	1	1	1				1	1	4000
805041.0	10	2					3				
805063.0	1	2					3				
805063.0	2	1	2	1	1				2		
805063.0	3	2					4				
805063.0	4	1	1	2	1				2		
805063.0	5	2					7				
805063.0	6	2					1				
805063.0	7	2					1				
805063.0	8	2					7				
805063.0	9	2					3				
805063.0	10	2					3				
805093.0	1	2					8				
805093.0	2	1	2	2	2				1	1	700
805093.0	3	2					8				
805093.0	4	2					1				
805093.0	5	1	1	1	2				1	1	1000
805093.0	6	1	3	3	2				1	1	500
805093.0	7	2					1				
805093.0	8	2					1				
805093.0	9	2					8				
805093.0	10	2					8				
806020.0	1	2					1				
806020.0	2	1	1	1	2				2		
806020.0	3	2					1				
806020.0	4	2					1				
806020.0	5	2					9	22			
806020.0	6	2					8				
806020.0	7	2					8				
806020.0	8	2					8				
806020.0	9	2					7				
806020.0	10	2					1				
806012.0	1	2					9	25			
806012.0	2	1	1	1	1				2		
806012.0	3	2					9	25			
806012.0	4	2					7				
806012.0	5	2					9	22			
806012.0	6	2					7				
806012.0	7	2					7				
806012.0	8	2					5				
806012.0	9	2					5				
806012.0	10	2					7				
806029.0	1	1	1	1	1				2		
806029.0	2	2					1				
806029.0	3	2					8				
806029.0	4	2					7				
806029.0	5	2					7				
806029.0	6	2					1				
806029.0	7	2					1				
806029.0	8	2					1				
806029.0	9	2					8				
806029.0	10	2					7				
806036.0	1	2					3				
806036.0	2	1	1	1	2				2		
806036.0	3	2					3				
806036.0	4	2					7				
806036.0	5	2					9	22			
806036.0	6	2					1				
806036.0	7	2					1				
806036.0	8	2					5				
806036.0	9	2					3				
806036.0	10	2					3				
806069.0	1	2					3				
806069.0	2	1	1	1	2				2		
806069.0	3	2					9	25			
806069.0	4	2					7				
806069.0	5	2					4				
806069.0	6	2					8				
806069.0	7	2					7				
806069.0	8	2					8				
806069.0	9	2					8				
806069.0	10	2					3				
806004.0	1	2					9	25			
806004.0	2	1	1	1	6				2		
806004.0	3	2					8				
806004.0	4	2					7				
806004.0	5	2					3				
806004.0	6	2					8				
806004.0	7	2					8				
806004.0	8	2					4				
806004.0	9	2					8				
806004.0	10	2					3				
806023.0	1	2					4				
806023.0	2	2					1				
806023.0	3	2					4				
806023.0	4	2					4				
806023.0	5	2					4				
806023.0	6	2					1				
806023.0	7	2					1				
806023.0	8	2					1				
806023.0	9	2					1				
806023.0	10	2					4				
806028.0	1	2					8				
806028.0	2	2					8				
806028.0	3	2					4				
806028.0	4	2					7				
806028.0	5	2					9	22			
806028.0	6	2					1				
806028.0	7	2					5				
806028.0	8	2					5				
806028.0	9	2					5				
806028.0	10	2					4				
806006.0	1	2					3				
806006.0	2	1	1	1	7				2		
806006.0	3	2					4				
806006.0	4	2					3				
806006.0	5	2					7				
806006.0	6	2					8				
806006.0	7	2					8				
806006.0	8	2					8				
806006.0	9	2					3				
806006.0	10	2					3				
806044.0	1	2					3				
806044.0	2	1	1	1	6				2		
806044.0	3	2					4				
806044.0	4	2					8				
806044.0	5	2					9	22			
806044.0	6	2					3				
806044.0	7	2					7				
806044.0	8	2					8				
806044.0	9	2					8				
806044.0	10	2					5				
1651064.0	1	1	1	1	2				2		
1651064.0	2	1	4	4	6				2		
1651064.0	3	2					4				
1651064.0	4	1	3	3	2				2		
1651064.0	5	1	2	2	2				2		
1651064.0	6	2					1				
1651064.0	7	2					1				
1651064.0	8	2					1				
1651064.0	9	2					7				
1651064.0	10	2					1				
1651020.0	1	1	1	1	1				2		
1651020.0	2	2					1				
1651020.0	3	2					4				
1651020.0	4	1	2	2	2				2		
1651020.0	5	2					9	26			
1651020.0	6	2					5				
1651020.0	7	2					5				
1651020.0	8	2					5				
1651020.0	9	2					1				
1651020.0	10	2					1				
1651042.0	1	1	1	1	1				2		
1651042.0	2	1	2	2	6				2		
1651042.0	3	2					8				
1651042.0	4	2					8				
1651042.0	5	2					7				
1651042.0	6	2					1				
1651042.0	7	2					1				
1651042.0	8	2					5				
1651042.0	9	2					8				
1651042.0	10	2					1				
1651085.0	1	2					3				
1651085.0	2	1	1	1	2				2		
1651085.0	3	2					4				
1651085.0	4	2					8				
1651085.0	5	2					9	22			
1651085.0	6	2					1				
1651085.0	7	2					5				
1651085.0	8	2					5				
1651085.0	9	2					7				
1651085.0	10	2					3				
1651107.0	1	1	1	1	1				2		
1651107.0	2	2					1				
1651107.0	3	1	3	3	1				2		
1651107.0	4	2					7				
1651107.0	5	2					7				
1651107.0	6	2					1				
1651107.0	7	2					1				
1651107.0	8	2					1				
1651107.0	9	2					8				
1651107.0	10	1	2	2	1				2		
1651129.0	1	1	1	1	1				2		
1651129.0	2	2					1				
1651129.0	3	2					8				
1651129.0	4	2					7				
1651129.0	5	2					7				
1651129.0	6	2					1				
1651129.0	7	2					1				
1651129.0	8	2					5				
1651129.0	9	2					1				
1651129.0	10	2					7				
1651150.0	1	2					8				
1651150.0	2	1	2	2	2				2		
1651150.0	3	2					8				
1651150.0	4	2					8				
1651150.0	5	1	1	1	1				2		
1651150.0	6	2					8				
1651150.0	7	2					8				
1651150.0	8	2					8				
1651150.0	9	2					5				
1651150.0	10	2					3				
1651172.0	1	2					3				
1651172.0	2	1	1	1	2				2		
1651172.0	3	2					8				
1651172.0	4	2					8				
1651172.0	5	2					8				
1651172.0	6	2					8				
1651172.0	7	2					3				
1651172.0	8	2					8				
1651172.0	9	2					8				
1651172.0	10	2					3				
1651194.0	1	1	1	1	1				2		
1651194.0	2	2					8				
1651194.0	3	2					8				
1651194.0	4	2					7				
1651194.0	5	2					7				
1651194.0	6	2					7				
1651194.0	7	2					7				
1651194.0	8	2					8				
1651194.0	9	2					3				
1651194.0	10	2					3				
1651215.0	1	1	1	1	1				2		
1651215.0	2	1	5	5	1				2		
1651215.0	3	1	2	2	1				2		
1651215.0	4	1	3	3	2				2		
1651215.0	5	2					7				
1651215.0	6	2					7				
1651215.0	7	2					7				
1651215.0	8	2					8				
1651215.0	9	2					8				
1651215.0	10	1	4	4	1				2		
1652016.0	1	1	1	1	1				2		
1652016.0	2	2					1				
1652016.0	3	2					8				
1652016.0	4	2					8				
1652016.0	5	2					7				
1652016.0	6	2					1				
1652016.0	7	2					1				
1652016.0	8	2					1				
1652016.0	9	2					1				
1652016.0	10	2					7				
1652075.0	1	1	1	1	1				2		
1652075.0	2	2					1				
1652075.0	3	2					4				
1652075.0	4	2					7				
1652075.0	5	2					7				
1652075.0	6	2					7				
1652075.0	7	2					1				
1652075.0	8	2					1				
1652075.0	9	2					3				
1652075.0	10	2					3				
1652008.0	1	1	1	1	2				2		
1652008.0	2	2					1				
1652008.0	3	2					4				
1652008.0	4	2					1				
1652008.0	5	1	2	2	2				2		
1652008.0	6	2					7				
1652008.0	7	2					7				
1652008.0	8	2					5				
1652008.0	9	2					8				
1652008.0	10	2					4				
1652005.0	1	2					4				
1652005.0	2	1	1	1	6				2		
1652005.0	3	2					4				
1652005.0	4	2					1				
1652005.0	5	2					8				
1652005.0	6	2					1				
1652005.0	7	2					1				
1652005.0	8	2					1				
1652005.0	9	2					1				
1652005.0	10	2					4				
1652083.0	1	2					8				
1652083.0	2	2					1				
1652083.0	3	1	1	1	1				2		
1652083.0	4	1	2	2	1				2		
1652083.0	5	2					7				
1652083.0	6	2					8				
1652083.0	7	2					8				
1652083.0	8	2					8				
1652083.0	9	2					3				
1652083.0	10	2					3				
1652024.0	1	2					3				
1652024.0	2	2					1				
1652024.0	3	2					7				
1652024.0	4	2					8				
1652024.0	5	2					7				
1652024.0	6	2					1				
1652024.0	7	2					1				
1652024.0	8	2					5				
1652024.0	9	1	1	1	6				2		
1652024.0	10	2					3				
1652033.0	1	1	1	1	1				2		
1652033.0	2	1	2	3	2				2		
1652033.0	3	2					8				
1652033.0	4	2					7				
1652033.0	5	1	3	2	1				2		
1652033.0	6	2					8				
1652033.0	7	2					8				
1652033.0	8	2					7				
1652033.0	9	2					4				
1652033.0	10	2					3				
1652041.0	1	2					8				
1652041.0	2	1	2	1	2				2		
1652041.0	3	2					3				
1652041.0	4	2					3				
1652041.0	5	2					8				
1652041.0	6	1	1	2	1				2		
1652041.0	7	2					8				
1652041.0	8	2					3				
1652041.0	9	2					7				
1652041.0	10	2					3				
1652058.0	1	2					9	25			
1652058.0	2	1	2	2	2				2		
1652058.0	3	2					5				
1652058.0	4	2					1				
1652058.0	5	1	1	1	6				2		
1652058.0	6	2					5				
1652058.0	7	2					1				
1652058.0	8	2					1				
1652058.0	9	2					7				
1652058.0	10	2					7				
1652050.0	1	1	1	1	1				2		
1652050.0	2	2					8				
1652050.0	3	1	2	3	9	20			2		
1652050.0	4	1	3	5	1				2		
1652050.0	5	1	4	4	6				2		
1652050.0	6	2					8				
1652050.0	7	2					5				
1652050.0	8	2					7				
1652050.0	9	2					7				
1652050.0	10	1	5	2	1				2		
1653025.0	1	2					8				
1653025.0	2	2					1				
1653025.0	3	2					8				
1653025.0	4	2					7				
1653025.0	5	1	1	1	2				2		
1653025.0	6	2					1				
1653025.0	7	2					1				
1653025.0	8	2					1				
1653025.0	9	2					5				
1653025.0	10	2					4				
1653010.0	1	2					4				
1653010.0	2	1	2	2	6				2		
1653010.0	3	2					4				
1653010.0	4	2					8				
1653010.0	5	2					8				
1653010.0	6	2					5				
1653010.0	7	2					7				
1653010.0	8	1	1	1	1				2		
1653010.0	9	2					7				
1653010.0	10	2					1				
1653145.0	1	1	1	1	1				2		
1653145.0	2	1	3	3	6				2		
1653145.0	3	2					4				
1653145.0	4	2					7				
1653145.0	5	1	2	2	1				2		
1653145.0	6	2					8				
1653145.0	7	2					7				
1653145.0	8	2					7				
1653145.0	9	2					3				
1653145.0	10	2					3				
1653130.0	1	2					3				
1653130.0	2	1	1	1	1				2		
1653130.0	3	2					4				
1653130.0	4	2					4				
1653130.0	5	2					7				
1653130.0	6	2					7				
1653130.0	7	2					8				
1653130.0	8	2					8				
1653130.0	9	2					3				
1653130.0	10	2					3				
1653055.0	1	1	1	1	1				2		
1653055.0	2	2					1				
1653055.0	3	2					8				
1653055.0	4	2					7				
1653055.0	5	2					8				
1653055.0	6	2					1				
1653055.0	7	2					1				
1653055.0	8	2					1				
1653055.0	9	2					5				
1653055.0	10	2					7				
1653100.0	1	2					3				
1653100.0	2	2					7				
1653100.0	3	2					8				
1653100.0	4	2					8				
1653100.0	5	1	1	1	1				2		
1653100.0	6	2					8				
1653100.0	7	2					8				
1653100.0	8	2					7				
1653100.0	9	2					4				
1653100.0	10	2					3				
1653115.0	1	1	1	1	1				2		
1653115.0	2	1	2	2	2				2		
1653115.0	3	2					8				
1653115.0	4	2					7				
1653115.0	5	2					7				
1653115.0	6	2					8				
1653115.0	7	2					8				
1653115.0	8	2					7				
1653115.0	9	2					4				
1653115.0	10	2					8				
1653040.0	1	2					8				
1653040.0	2	2					1				
1653040.0	3	1	2	2	1				1	1	12000
1653040.0	4	1	3	3	6				2		
1653040.0	5	2					7				
1653040.0	6	2					1				
1653040.0	7	2					1				
1653040.0	8	2					5				
1653040.0	9	2					8				
1653040.0	10	1	1	1	1				2		
1653085.0	1	1	1	1	1				2		
1653085.0	2	1	2	3	2				2		
1653085.0	3	2					4				
1653085.0	4	2					4				
1653085.0	5	1	3	2	2				2		
1653085.0	6	2					8				
1653085.0	7	2					1				
1653085.0	8	2					1				
1653085.0	9	2					1				
1653085.0	10	2					7				
1653070.0	1	2					9	25			
1653070.0	2	1	1	1	6				2		
1653070.0	3	2					4				
1653070.0	4	2					9	25			
1653070.0	5	2					9	22			
1653070.0	6	2					5				
1653070.0	7	2					5				
1653070.0	8	2					7				
1653070.0	9	2					7				
1653070.0	10	2					9	25			
1654050.0	1	1	1	1	1				2		
1654050.0	2	2					8				
1654050.0	3	2					7				
1654050.0	4	2					7				
1654050.0	5	2					7				
1654050.0	6	2					1				
1654050.0	7	2					1				
1654050.0	8	2					1				
1654050.0	9	2					1				
1654050.0	10	1	2	2	1				1	1	100000
1654028.0	1	2					3				
1654028.0	2	1	1	1	2				2		
1654028.0	3	2					3				
1654028.0	4	2					7				
1654028.0	5	2					9	29			
1654028.0	6	2					1				
1654028.0	7	2					1				
1654028.0	8	2					5				
1654028.0	9	2					1				
1654028.0	10	2					3				
1654005.0	1	2					7				
1654005.0	2	2					1				
1654005.0	3	2					7				
1654005.0	4	2					7				
1654005.0	5	2					9	22			
1654005.0	6	2					1				
1654005.0	7	2					1				
1654005.0	8	2					1				
1654005.0	9	2					7				
1654005.0	10	2					8				
1654007.0	1	1	1	2	1				2		
1654007.0	2	2					1				
1654007.0	3	1	2	3	2				2		
1654007.0	4	2					1				
1654007.0	5	1	3	1	6				2		
1654007.0	6	2					1				
1654007.0	7	2					1				
1654007.0	8	2					1				
1654007.0	9	2					8				
1654007.0	10	2					7				
1654080.0	1	1	1	1	1				2		
1654080.0	2	1	3	3	2				2		
1654080.0	3	2					4				
1654080.0	4	1	2	2	1				2		
1654080.0	5	2					9	9			
1654080.0	6	2					7				
1654080.0	7	2					1				
1654080.0	8	2					5				
1654080.0	9	2					8				
1654080.0	10	2					8				
1654065.0	1	2					3				
1654065.0	2	1	1	1	2				2		
1654065.0	3	2					3				
1654065.0	4	2					8				
1654065.0	5	2					9	26			
1654065.0	6	2					8				
1654065.0	7	2					5				
1654065.0	8	2					5				
1654065.0	9	2					7				
1654065.0	10	2					5				
1654110.0	1	1	1	1	1				2		
1654110.0	2	1	2	3	6				2		
1654110.0	3	2					7				
1654110.0	4	2					8				
1654110.0	5	1	3	2	6				2		
1654110.0	6	1	4	4	5				2		
1654110.0	7	2					4				
1654110.0	8	2					8				
1654110.0	9	2					7				
1654110.0	10	2					3				
1654095.0	1	1	1	1	1				2		
1654095.0	2	1	3	3	6				2		
1654095.0	3	2					8				
1654095.0	4	2					8				
1654095.0	5	1	2	2	1				2		
1654095.0	6	2					4				
1654095.0	7	2					8				
1654095.0	8	2					7				
1654095.0	9	2					8				
1654095.0	10	2					3				
1654035.0	1	1	1	1	1				2		
1654035.0	2	1	2	2	6				2		
1654035.0	3	2					4				
1654035.0	4	2					3				
1654035.0	5	2					9	29			
1654035.0	6	2					7				
1654035.0	7	2					7				
1654035.0	8	2					8				
1654035.0	9	2					8				
1654035.0	10	2					3				
1654020.0	1	2					3				
1654020.0	2	1	2	2	7				2		
1654020.0	3	2					4				
1654020.0	4	2					4				
1654020.0	5	1	1	1	7				2		
1654020.0	6	2					8				
1654020.0	7	2					1				
1654020.0	8	2					1				
1654020.0	9	2					3				
1654020.0	10	2					3				
1655119.0	1	1	1	1	1				1	1	90000
1655119.0	2	2					1				
1655119.0	3	2					8				
1655119.0	4	2					7				
1655119.0	5	1	2	2	2				1	1	1000
1655119.0	6	2					7				
1655119.0	7	2					1				
1655119.0	8	2					8				
1655119.0	9	2					7				
1655119.0	10	2					7				
1655063.0	1	1	1	1	1				2		
1655063.0	2	1	3	3	1				2		
1655063.0	3	2					4				
1655063.0	4	2					3				
1655063.0	5	1	2	2	1				2		
1655063.0	6	2					7				
1655063.0	7	2					7				
1655063.0	8	2					8				
1655063.0	9	2					7				
1655063.0	10	2					3				
1655035.0	1	1	1	1	1				2		
1655035.0	2	1	4	3	2				2		
1655035.0	3	1	3	4	2				2		
1655035.0	4	2					8				
1655035.0	5	1	2	2	1				2		
1655035.0	6	2					8				
1655035.0	7	2					8				
1655035.0	8	2					8				
1655035.0	9	2					8				
1655035.0	10	2					3				
1655077.0	1	2					3				
