hhid	pid	mpesa_user	service	mpesa_service_importance	mpesa_service_freq
1413102.0	1	1	2	4	5
1413102.0	1	1	8	5	4
1413048.0	1	1	4	1	4
1413048.0	1	1	3	2	4
1413080.0	1	1	4	1	4
1413058.0	1	1	1	1	1
1413058.0	1	1	3	2	2
1413058.0	1	1	7	3	2
1413058.0	1	1	4	4	3
1413058.0	1	1	6	5	8
1413058.0	1	1	2	6	2
1413058.0	1	1	8	7	4
1414183.0	1	1	3	1	4
1414183.0	1	1	4	2	4
1414183.0	1	1	1	3	4
1414183.0	1	1	2	4	4
1414183.0	1	1	5	5	4
1414183.0	1	1	8	6	4
1414169.0	1	1	3	1	8
1483096.0	1	1	3	1	4
1483096.0	1	1	4	2	4
1483096.0	1	1	7	3	4
1483056.0	1	2	4	1	5
1483056.0	1	2	3	2	8
1484011.0	1	2	4	1	8
1484075.0	1	1	3	1	2
1484075.0	1	1	4	2	4
1484075.0	1	1	1	3	4
1484075.0	1	1	7	4	2
1484075.0	1	1	2	5	5
1484075.0	1	1	8	6	4
1484022.0	1	1	3	1	4
1484022.0	1	1	4	2	4
1484022.0	1	1	1	3	8
1484022.0	1	1	8	4	4
1484032.0	1	2	4	1	8
1484043.0	1	2	4	1	8
1485012.0	1	1	3	1	4
1485012.0	1	1	4	2	8
1485023.0	1	1	3	1	4
1485023.0	1	1	4	2	4
1485023.0	1	1	1	3	4
1485023.0	1	1	2	4	4
1485023.0	1	1	8	5	4
1486005.0	1	1	3	1	4
1486005.0	1	1	4	2	4
1486005.0	1	1	1	3	4
1486005.0	1	1	2	4	4
1486005.0	1	1	8	5	4
1486042.0	1	2	3	1	5
1486030.0	1	1	3	1	4
1486030.0	1	1	4	2	4
1486030.0	1	1	1	3	4
1486030.0	1	1	2	4	4
1486030.0	1	1	8	5	4
1486017.0	1	1	3	1	5
1487039.0	1	1	3	1	4
1487039.0	1	1	4	2	8
1487001.0	1	1	3	1	4
1487001.0	1	1	4	2	4
1487001.0	1	1	1	3	3
1487001.0	1	1	7	4	4
1487001.0	1	1	8	5	4
1487014.0	1	1	3	1	4
1487014.0	1	1	4	2	4
1487014.0	1	1	1	3	4
1487014.0	1	1	7	4	4
1487014.0	1	1	8	5	4
1488005.0	1	1	4	1	8
1488005.0	1	1	3	2	8
1488075.0	1	2	4	1	4
1488028.0	1	1	1	0	8
1488028.0	1	1	8	0	4
1488028.0	1	1	3	1	4
1488111.0	1	1	4	1	8
1488111.0	1	1	1	2	8
1488111.0	1	1	8	3	4
1488040.0	1	1	3	1	4
1488040.0	1	1	4	2	8
1488087.0	1	1	3	1	8
1488087.0	1	1	7	2	8
1489103.0	1	1	4	1	2
1489103.0	1	1	7	2	2
1489103.0	1	1	3	3	4
1489103.0	1	1	1	4	8
1489103.0	1	1	2	5	8
1489103.0	1	1	8	6	4
1489079.0	1	1	4	1	8
1490016.0	1	1	3	1	8
1490016.0	1	1	4	2	4
1490050.0	1	1	4	1	6
1490050.0	1	1	5	2	6
1490025.0	1	1	3	1	5
1490025.0	1	1	4	2	5
1490025.0	1	1	1	3	5
1490025.0	1	1	2	4	6
1490025.0	1	1	8	5	4
291068.0	1	1	1	0	3
291068.0	1	1	2	0	3
291068.0	1	1	4	0	4
291068.0	1	1	8	0	4
1495110.0	1	1	7	1	4
1495110.0	1	1	4	2	4
1495110.0	1	1	3	3	4
1495110.0	1	1	1	4	6
1495110.0	1	1	5	5	4
1495110.0	1	1	8	6	4
1495123.0	1	2	4	1	8
1496018.0	1	1	3	1	4
1496018.0	1	1	4	2	4
1496018.0	1	1	1	3	3
1496018.0	1	1	7	4	1
1496018.0	1	1	6	5	4
1496018.0	1	1	2	6	3
1496018.0	1	1	8	7	4
1496024.0	1	1	4	1	4
1496031.0	1	1	4	1	4
1497007.0	1	1	3	1	4
1497007.0	1	1	4	2	4
1497007.0	1	1	1	3	4
1497007.0	1	1	2	4	4
1497007.0	1	1	8	5	4
1497048.0	1	1	4	1	4
1497048.0	1	1	3	2	4
1497034.0	1	1	4	1	4
1497069.0	1	1	3	1	4
1497069.0	1	1	4	2	4
1497055.0	1	1	8	1	4
1497055.0	1	1	3	2	4
1497055.0	1	1	1	3	8
1497055.0	1	1	4	4	8
1497013.0	1	1	3	1	3
1497013.0	1	1	4	2	3
1497013.0	1	1	1	3	3
1497013.0	1	1	2	4	3
1497013.0	1	1	8	5	4
1498025.0	1	1	3	1	4
1498025.0	1	1	4	2	4
1498025.0	1	1	5	3	8
1498025.0	1	1	1	4	3
1498025.0	1	1	8	5	4
1498047.0	1	1	4	1	4
358042.0	1	1	1	1	2
358042.0	1	1	8	2	4
358042.0	1	1	4	3	2
358042.0	1	1	3	4	4
358042.0	1	1	5	5	4
358042.0	1	1	6	6	4
358042.0	1	1	2	7	4
358035.0	1	1	3	1	2
358035.0	1	1	7	2	4
358035.0	1	1	5	3	4
358035.0	1	1	4	4	2
1503071.0	1	1	4	1	5
1503071.0	1	1	3	2	5
1503021.0	1	1	3	1	4
1504086.0	1	1	3	1	8
1507010.0	1	1	4	1	8
1507042.0	1	1	3	1	8
1507042.0	1	1	4	2	8
1507056.0	1	1	1	1	2
1507056.0	1	1	2	2	8
1507056.0	1	1	3	3	8
1507056.0	1	1	8	4	4
1507016.0	1	2	3	1	8
1507023.0	1	1	3	1	2
1507023.0	1	1	4	2	7
1508063.0	1	1	3	1	2
1508063.0	1	1	4	2	3
1508063.0	1	1	2	3	1
1508012.0	1	1	3	1	8
1508037.0	1	1	3	1	4
1508037.0	1	1	4	2	4
1508037.0	1	1	1	3	4
1508037.0	1	1	2	4	4
1508037.0	1	1	8	5	4
1512007.0	1	2	3	1	8
1512018.0	1	1	3	1	4
1512012.0	1	1	4	1	8
1512012.0	1	1	3	2	8
330074.0	1	1	1	0	5
330074.0	1	1	2	0	6
330074.0	1	1	3	0	5
330074.0	1	1	4	0	5
330074.0	1	1	8	0	4
330037.0	1	1	4	1	4
330037.0	1	1	3	2	4
330037.0	1	1	8	3	4
330037.0	1	1	1	4	6
1500015.0	1	2	4	1	8
1500015.0	1	2	3	2	8
1500064.0	1	1	7	1	1
1500064.0	1	1	4	2	3
1500064.0	1	1	3	3	3
1500064.0	1	1	1	4	2
1500064.0	1	1	2	5	2
1500064.0	1	1	8	6	4
1500025.0	1	1	3	1	8
1500074.0	1	1	3	1	4
391016.0	1	1	4	1	5
391082.0	1	1	3	1	4
391082.0	1	1	4	2	4
391082.0	1	1	2	3	4
391082.0	1	1	1	4	4
391082.0	1	1	8	5	4
385085.0	1	2	4	1	5
385004.0	1	1	99		
401040.0	1	1	3	1	4
401040.0	1	1	4	2	4
401040.0	1	1	1	3	4
401040.0	1	1	8	4	4
401056.0	1	1	3	1	5
401056.0	1	1	8	2	4
401056.0	1	1	1	3	4
401056.0	1	1	2	4	4
401072.0	1	1	8	0	4
401072.0	1	1	3	1	5
401072.0	1	1	4	2	6
401072.0	1	1	7	3	4
401072.0	1	1	1	4	5
401072.0	1	1	2	5	6
401119.0	1	1	1	0	3
401119.0	1	1	3	0	8
401119.0	1	1	4	0	8
401119.0	1	1	8	0	4
417019.0	1	1	4	1	5
1525114.0	1	1	3	1	4
1525114.0	1	1	1	2	8
1525114.0	1	1	8	3	4
1525047.0	1	1	3	1	4
1525106.0	1	1	3	1	8
1525106.0	1	1	4	2	8
1525136.0	1	1	3	1	4
1525076.0	1	1	99		
1525091.0	1	1	4	1	4
1525091.0	1	1	1	2	2
1525091.0	1	1	8	3	4
1525062.0	1	1	4	1	5
1525062.0	1	1	5	2	5
1526065.0	1	1	3	1	4
1526065.0	1	1	4	2	4
1526065.0	1	1	1	3	3
1526065.0	1	1	7	4	4
1526065.0	1	1	2	5	4
1526065.0	1	1	8	6	4
1526032.0	1	1	3	1	8
1526032.0	1	1	1	2	4
1526032.0	1	1	8	3	4
1526032.0	1	1	2	4	4
1526032.0	1	1	7	5	4
1526083.0	1	1	3	1	4
1526083.0	1	1	4	2	4
1526083.0	1	1	7	3	4
1526083.0	1	1	1	4	8
1526083.0	1	1	2	5	4
1526083.0	1	1	8	6	4
1526075.0	1	1	1	1	5
1526075.0	1	1	2	2	6
1526075.0	1	1	3	3	8
1526075.0	1	1	4	4	8
1526075.0	1	1	8	5	4
1526064.0	1	1	1	1	2
1526064.0	1	1	3	2	8
1526064.0	1	1	8	3	4
1526085.0	1	1	2	0	6
1526085.0	1	1	8	0	4
1526085.0	1	1	4	1	5
1526085.0	1	1	3	2	5
1526085.0	1	1	1	3	5
1531047.0	1	1	4	1	4
1531047.0	1	1	3	2	4
1531047.0	1	1	1	3	4
1531047.0	1	1	2	4	4
1531047.0	1	1	8	5	4
1531024.0	1	1	99		
1531010.0	1	1	4	1	8
1531039.0	1	1	3	1	4
1531097.0	1	1	3	1	4
1531097.0	1	1	4	2	4
1531097.0	1	1	1	3	4
1531097.0	1	1	2	4	4
1531097.0	1	1	8	5	4
1532019.0	1	1	4	1	4
1532019.0	1	1	3	2	5
1532019.0	1	1	7	3	4
1532019.0	1	1	1	4	8
1532019.0	1	1	8	5	4
1532015.0	1	1	3	1	8
1532015.0	1	1	4	2	8
1532024.0	1	1	2	0	6
1532024.0	1	1	3	0	5
1532024.0	1	1	8	0	4
1532024.0	1	1	4	1	5
1532024.0	1	1	1	2	5
1533150.0	1	2	4	1	5
1533008.0	1	1	3	1	4
1533008.0	1	1	1	2	3
1533008.0	1	1	8	3	4
1533068.0	1	1	4	1	8
504035.0	1	2	99		
504011.0	1	2	4	1	5
1539053.0	1	1	4	1	4
1539053.0	1	1	3	2	5
1540054.0	1	2	4	1	5
1540033.0	1	2	4	1	5
1540022.0	1	1	4	1	8
1650104.0	1	1	3	1	4
1650104.0	1	1	7	2	4
794027.0	1	1	4	1	8
794056.0	1	1	1	1	2
794056.0	1	1	2	2	2
794056.0	1	1	3	3	3
794056.0	1	1	4	4	3
794056.0	1	1	8	5	4
805053.0	1	1	3	1	6
805023.0	1	1	7	1	4
805023.0	1	1	4	2	4
805023.0	1	1	1	3	4
805023.0	1	1	3	4	4
805023.0	1	1	2	5	4
805023.0	1	1	8	6	4
805041.0	1	1	3	1	4
805041.0	1	1	4	2	4
805093.0	1	1	4	1	3
1651107.0	1	2	4	1	8
1651150.0	1	1	3	1	4
1651150.0	1	1	4	2	3
1652005.0	1	1	4	1	5
1652033.0	1	1	3	1	5
1652033.0	1	1	7	2	4
1653025.0	1	1	4	1	4
1653025.0	1	1	3	2	4
1653145.0	1	1	7	1	4
1653145.0	1	1	4	2	4
1653145.0	1	1	3	3	4
1653145.0	1	1	1	4	4
1653145.0	1	1	2	5	4
1653145.0	1	1	8	6	4
1653100.0	1	1	4	1	4
1653040.0	1	1	3	1	8
1653040.0	1	1	4	2	8
1653040.0	1	1	1	3	1
1653040.0	1	1	8	4	4
1654050.0	1	1	4	1	5
1654050.0	1	1	3	2	5
1654005.0	1	2	4	1	4
1654110.0	1	1	1	1	2
1654110.0	1	1	3	2	4
1654110.0	1	1	2	3	2
1654110.0	1	1	4	4	4
1654110.0	1	1	8	5	4
1654095.0	1	1	1	1	2
1654095.0	1	1	2	2	2
1654095.0	1	1	3	3	4
1654095.0	1	1	8	4	4
1654020.0	1	1	7	1	8
1654020.0	1	1	1	2	8
1654020.0	1	1	4	3	8
1654020.0	1	1	3	4	8
1654020.0	1	1	8	5	4
1655035.0	1	1	4	1	4
1655035.0	1	1	1	2	4
1655035.0	1	1	2	3	5
1655035.0	1	1	8	4	4
1656039.0	1	1	3	1	5
1656039.0	1	1	4	2	8
1656120.0	1	1	1	1	2
1656120.0	1	1	3	2	4
1656120.0	1	1	2	3	4
1656120.0	1	1	8	4	4
1656079.0	1	1	4	1	4
1656079.0	1	1	3	2	4
1656093.0	1	1	7	1	8
1656093.0	1	1	3	2	8
1743074.0	1	1	1	1	2
1743074.0	1	1	3	2	4
1743074.0	1	1	4	3	4
1743074.0	1	1	2	4	2
1743074.0	1	1	8	5	4
1743082.0	1	1	4	1	4
1743025.0	1	2	3	1	8
1743033.0	1	2	4	1	8
1744027.0	1	1	3	1	8
1744027.0	1	1	4	2	8
1744027.0	1	1	7	3	5
1744005.0	1	1	3	1	4
1744005.0	1	1	4	2	4
1744041.0	1	1	1	1	2
1744041.0	1	1	3	2	2
1744041.0	1	1	2	3	3
1744041.0	1	1	4	4	4
1744041.0	1	1	8	5	4
1744041.0	1	1	7	6	5
842033.0	1	2	4	1	5
842033.0	1	2	3	2	5
842033.0	1	2	2	3	2
1661009.0	1	1	3	1	4
1661009.0	1	1	4	2	4
1661009.0	1	1	1	3	5
1661009.0	1	1	2	4	6
1661009.0	1	1	8	5	4
1661016.0	1	1	3	1	4
1661016.0	1	1	1	2	2
1661016.0	1	1	5	3	4
1661016.0	1	1	2	4	4
1661016.0	1	1	4	5	4
1661016.0	1	1	8	6	4
1661023.0	1	1	3	1	2
1661023.0	1	1	1	2	2
1661023.0	1	1	4	3	3
1661023.0	1	1	2	4	4
1661023.0	1	1	8	5	4
843083.0	1	1	3	1	4
843083.0	1	1	4	2	8
843083.0	1	1	8	3	4
843018.0	1	1	4	1	2
843018.0	1	1	8	2	4
843018.0	1	1	1	3	2
843018.0	1	1	2	4	2
843018.0	1	1	7	5	4
843018.0	1	1	3	6	2
843057.0	1	1	3	1	7
843057.0	1	1	4	2	4
843057.0	1	1	1	3	4
843057.0	1	1	8	4	4
843019.0	1	1	3	1	4
843019.0	1	1	4	2	8
843019.0	1	1	1	3	8
843019.0	1	1	2	4	8
843019.0	1	1	8	5	4
843096.0	1	1	3	1	4
843096.0	1	1	7	2	4
843096.0	1	1	1	3	4
843096.0	1	1	8	4	4
849078.0	1	1	3	1	4
849078.0	1	1	7	2	4
849078.0	1	1	1	3	8
849078.0	1	1	2	4	8
849078.0	1	1	8	5	4
849058.0	1	1	2	0	6
849058.0	1	1	8	0	4
849058.0	1	1	4	1	5
849058.0	1	1	3	2	8
849058.0	1	1	1	3	5
849068.0	1	2	4	1	6
849068.0	1	2	3	2	6
849008.0	1	1	3	1	5
849008.0	1	1	4	2	6
1662071.0	1	1	7	1	1
1662071.0	1	1	8	2	4
1662071.0	1	1	3	3	2
1662071.0	1	1	4	4	2
1662071.0	1	1	1	5	1
1662071.0	1	1	2	6	1
1662142.0	1	1	3	1	6
1662142.0	1	1	4	2	6
1662142.0	1	1	1	3	2
1662142.0	1	1	2	4	3
1662142.0	1	1	8	5	4
1662046.0	1	1	4	1	2
1662046.0	1	1	1	2	2
1662046.0	1	1	2	3	2
1662046.0	1	1	7	4	4
1662046.0	1	1	8	5	4
1662097.0	1	2	4	1	5
1662097.0	1	2	3	2	5
1662122.0	1	1	3	1	4
1662122.0	1	1	4	2	4
1662122.0	1	1	1	3	2
1662122.0	1	1	2	4	2
1662122.0	1	1	7	5	1
1662122.0	1	1	8	6	4
1665028.0	1	1	3	1	4
1665028.0	1	1	4	2	8
1665018.0	1	2	3	1	8
1665018.0	1	2	4	2	8
847080.0	1	1	3	1	8
1664024.0	1	1	3	1	5
1664024.0	1	1	4	2	5
1664024.0	1	1	7	3	4
1664054.0	1	1	3	1	4
1664054.0	1	1	8	2	4
1664054.0	1	1	4	3	4
1664054.0	1	1	1	4	2
1664054.0	1	1	2	5	2
867037.0	1	1	4	1	4
867037.0	1	1	1	2	4
867037.0	1	1	3	3	4
867037.0	1	1	2	4	4
867037.0	1	1	8	5	4
867097.0	1	1	3	1	5
1669013.0	1	2	4	1	3
1669118.0	1	1	3	1	4
1669091.0	1	1	7	1	8
1669091.0	1	1	4	2	8
1669091.0	1	1	3	3	8
1670033.0	1	2	4	1	4
1670033.0	1	2	3	2	4
1670168.0	1	1	3	1	8
1671051.0	1	1	3	1	4
1671051.0	1	1	4	2	4
1671051.0	1	1	1	3	2
1671051.0	1	1	2	4	3
1671051.0	1	1	7	5	6
1671051.0	1	1	8	6	4
1671008.0	1	2	4	1	4
1671042.0	1	1	3	1	4
1671042.0	1	1	7	2	8
1671077.0	1	1	7	1	8
1671077.0	1	1	3	2	8
1671077.0	1	1	4	3	8
1672019.0	1	1	4	1	4
1672019.0	1	1	3	2	4
1672019.0	1	1	2	3	4
1674008.0	1	1	3	1	3
1674008.0	1	1	4	2	4
1674008.0	1	1	7	3	2
1674008.0	1	1	2	4	3
1674008.0	1	1	1	5	3
1674037.0	1	1	4	1	8
1674037.0	1	1	3	2	4
1674077.0	1	1	4	1	8
1674018.0	1	1	4	1	4
1674018.0	1	1	7	2	3
1674018.0	1	1	1	3	4
1674018.0	1	1	8	4	4
885065.0	1	1	4	1	8
885065.0	1	1	7	2	5
1678041.0	1	1	3	1	8
1678041.0	1	1	1	2	8
1678041.0	1	1	7	3	8
1678041.0	1	1	4	4	8
1678041.0	1	1	8	5	4
1678070.0	1	1	3	1	4
1678070.0	1	1	4	2	4
1678013.0	1	1	3	1	3
1678013.0	1	1	4	2	3
910082.0	1	1	4	1	8
910082.0	1	1	3	2	8
1682026.0	1	1	4	1	8
1682026.0	1	1	3	2	8
1682038.0	1	1	3	1	8
1684028.0	1	1	3	1	4
1684028.0	1	1	7	2	4
944062.0	1	1	4	1	8
1687016.0	1	2	4	1	8
1687032.0	1	1	4	1	4
1687032.0	1	1	3	2	4
1687166.0	1	1	4	1	4
1687166.0	1	1	3	2	4
1687116.0	1	1	4	1	4
1688003.0	1	1	8	1	4
1688003.0	1	1	1	2	2
1688003.0	1	1	3	3	3
1688003.0	1	1	4	4	4
1688072.0	1	2	4	1	5
1688030.0	1	1	4	1	4
1688040.0	1	1	3	1	8
1690110.0	1	1	7	1	8
1690110.0	1	1	4	2	8
1690110.0	1	1	3	3	8
1690069.0	1	1	4	1	3
1690086.0	1	1	3	1	4
1690086.0	1	1	4	2	4
1690074.0	1	1	3	1	4
1690074.0	1	1	2	2	4
1690074.0	1	1	4	3	4
1691096.0	1	1	4	1	4
1691106.0	1	1	4	1	4
1691063.0	1	1	1	1	4
1691063.0	1	1	3	2	4
1691063.0	1	1	2	3	4
1691063.0	1	1	7	4	4
1691063.0	1	1	8	5	4
1691052.0	1	1	4	1	8
1692145.0	1	1	7	1	4
1692145.0	1	1	4	2	4
1692145.0	1	1	1	3	4
1692145.0	1	1	3	4	4
1692145.0	1	1	2	5	4
1692145.0	1	1	8	6	4
1692063.0	1	1	3	1	5
1692063.0	1	1	4	2	5
1692031.0	1	1	4	1	8
1693168.0	1	1	4	1	4
1693168.0	1	1	3	2	4
1693095.0	1	1	3	1	4
1693095.0	1	1	4	2	4
1693095.0	1	1	1	3	4
1693095.0	1	1	8	4	4
1696002.0	1	1	1	1	4
1696002.0	1	1	4	2	4
1696002.0	1	1	3	3	4
1696002.0	1	1	8	4	4
1696032.0	1	1	4	1	4
1696032.0	1	1	1	2	4
1696032.0	1	1	3	3	4
1696032.0	1	1	8	4	4
1696065.0	1	1	4	1	4
1696065.0	1	1	3	2	4
1696022.0	1	1	3	1	4
1696022.0	1	1	4	2	4
1696022.0	1	1	2	3	4
1697006.0	1	1	3	1	8
1697019.0	1	1	4	1	8
1703033.0	1	1	7	1	8
1703033.0	1	1	4	2	8
1703033.0	1	1	3	3	8
1703067.0	1	1	4	1	8
1703067.0	1	1	7	2	5
1704024.0	1	2	4	1	4
1705077.0	1	2	4	1	8
1705077.0	1	2	3	2	4
982061.0	1	1	3	1	4
988111.0	1	1	4	1	7
988111.0	1	1	3	2	7
988065.0	1	1	4	1	2
988065.0	1	1	5	2	2
1036001.0	1	2	4	1	4
1036001.0	1	2	3	2	4
1719025.0	1	1	7	1	4
1719025.0	1	1	3	2	4
1719025.0	1	1	4	3	4
1719086.0	1	1	3	1	3
1719051.0	1	1	4	1	8
1733099.0	1	1	1	1	1
1733099.0	1	1	2	2	1
1733099.0	1	1	3	3	3
1733099.0	1	1	4	4	3
1733099.0	1	1	7	5	4
1733099.0	1	1	8	6	4
1733033.0	1	1	3	1	4
1733033.0	1	1	4	2	4
1733078.0	1	1	3	1	3
1733078.0	1	1	4	2	3
1733078.0	1	1	1	3	3
1733078.0	1	1	7	4	4
1733078.0	1	1	8	5	4
1134011.0	1	2	4	1	4
1755002.0	1	2	3	1	8
1755102.0	1	1	3	1	8
1755102.0	1	1	4	2	8
1755039.0	1	2	4	1	6
1755081.0	1	1	4	1	4
1755081.0	1	1	3	2	4
1757129.0	1	1	4	1	5
1757143.0	1	1	4	1	6
1757042.0	1	1	1	1	2
1757042.0	1	1	3	2	6
1757042.0	1	1	4	3	8
1757042.0	1	1	8	4	4
1757027.0	1	1	1	1	2
1757027.0	1	1	3	2	7
1757027.0	1	1	4	3	7
1757027.0	1	1	8	4	4
1758130.0	1	1	3	1	6
1759030.0	1	1	1	1	2
1759030.0	1	1	3	2	5
1759030.0	1	1	4	3	8
1759030.0	1	1	8	4	4
1759064.0	1	1	3	1	2
1759064.0	1	1	4	2	7
1759132.0	1	1	4	1	8
1759132.0	1	1	3	2	2
1759166.0	1	2	3	1	8
1760007.0	1	1	4	1	8
1760118.0	1	1	3	1	4
1760118.0	1	1	4	2	8
1760150.0	1	2	4	1	7
1760071.0	1	1	4	1	8
1760071.0	1	1	3	2	8
1760071.0	1	1	1	3	3
1760071.0	1	1	8	4	4
1760071.0	1	1	7	5	8
1760023.0	1	2	4	1	8
1760023.0	1	2	3	2	8
1761009.0	1	1	4	1	8
1761009.0	1	1	3	2	8
1761017.0	1	1	1	1	1
1761017.0	1	1	3	2	5
1761017.0	1	1	4	3	7
1761017.0	1	1	8	4	4
1761032.0	1	1	3	1	4
1761001.0	1	2	4	1	8
1761104.0	1	1	3	1	2
1761104.0	1	1	4	2	5
1761056.0	1	1	3	1	8
1761056.0	1	1	4	2	8
1194010.0	1	2	4	1	8
1194088.0	1	2	4	1	4
1769045.0	1	1	3	1	8
1769045.0	1	1	1	2	8
1769045.0	1	1	2	3	8
1769045.0	1	1	4	4	8
1769045.0	1	1	8	5	4
1769049.0	1	1	3	1	4
1769049.0	1	1	1	2	1
1769049.0	1	1	4	3	2
1769049.0	1	1	2	4	3
1769049.0	1	1	8	5	4
1769013.0	1	2	4	1	4
1770059.0	1	1	3	1	4
1770006.0	1	1	3	1	8
1770006.0	1	1	1	2	2
1770006.0	1	1	8	3	4
1770047.0	1	2	3	1	1
1771079.0	1	1	3	1	5
1771079.0	1	1	4	2	5
1771114.0	1	1	4	1	4
1772026.0	1	1	1	1	1
1772026.0	1	1	3	2	8
1772026.0	1	1	4	3	8
1772026.0	1	1	8	4	4
1772048.0	1	1	4	1	4
1772048.0	1	1	1	2	2
1772048.0	1	1	2	3	4
1772048.0	1	1	8	4	4
1772070.0	1	1	3	1	2
1772070.0	1	1	1	2	2
1772070.0	1	1	2	3	4
1772070.0	1	1	4	4	2
1772070.0	1	1	8	5	4
1772062.0	1	2	4	1	6
1202082.0	1	1	4	1	8
1202082.0	1	1	3	2	8
1202074.0	1	1	3	1	8
1202074.0	1	1	4	2	8
1202074.0	1	1	1	3	2
1202074.0	1	1	8	4	4
1202014.0	1	1	4	1	8
1202014.0	1	1	3	2	8
1781025.0	1	2	3	1	8
1781004.0	1	1	3	1	1
1781004.0	1	1	4	2	2
1781004.0	1	1	1	3	1
1781004.0	1	1	7	4	3
1781004.0	1	1	8	5	4
1226052.0	1	1	4	1	6
1226008.0	1	1	4	1	8
1226008.0	1	1	3	2	8
1226012.0	1	1	4	1	8
1226007.0	1	2	4	1	7
1226024.0	1	2	4	1	4
1240055.0	1	2	4	1	7
1240070.0	1	1	4	1	4
1240070.0	1	1	3	2	6
1787071.0	1	1	4	1	5
1787071.0	1	1	3	2	7
1787002.0	1	1	3	1	5
1787002.0	1	1	1	2	2
1787002.0	1	1	4	3	7
1787002.0	1	1	8	4	4
1787099.0	1	2	4	1	4
1787030.0	1	1	7	1	1
1787030.0	1	1	1	2	1
1787030.0	1	1	2	3	2
1787030.0	1	1	8	4	4
1787030.0	1	1	3	5	4
1787030.0	1	1	4	6	2
1790044.0	1	1	4	1	8
1790044.0	1	1	3	2	5
1790044.0	1	1	1	3	8
1790044.0	1	1	7	4	8
1790044.0	1	1	8	5	4
1790083.0	1	1	4	1	6
1790083.0	1	1	2	2	3
1790083.0	1	1	3	3	7
1790083.0	1	1	1	4	4
1790083.0	1	1	8	5	4
1790054.0	1	2	4	1	5
1790005.0	1	1	4	1	4
1791060.0	1	2	4	1	5
1791003.0	1	2	4	1	8
1791003.0	1	2	3	2	8
1791088.0	1	1	3	1	8
1791088.0	1	1	4	2	8
1791088.0	1	1	1	3	2
1791088.0	1	1	8	4	4
748074.0	1	2	4	1	5
748058.0	1	2	4	1	8
748028.0	1	1	3	1	5
748028.0	1	1	4	2	5
748129.0	1	1	1	1	2
748129.0	1	1	4	2	8
748129.0	1	1	3	3	5
748129.0	1	1	8	4	4
1635001.0	1	1	4	1	5
1635026.0	1	1	3	1	3
1635026.0	1	1	4	2	4
1635026.0	1	1	2	3	4
1635026.0	1	1	1	4	4
1635026.0	1	1	8	5	4
1635026.0	1	1	7	6	4
1636031.0	1	1	3	1	2
1636031.0	1	1	4	2	2
1636019.0	1	1	4	1	4
1636019.0	1	1	3	2	4
1636019.0	1	1	7	3	2
1636019.0	1	1	1	4	2
1636019.0	1	1	2	5	8
1636019.0	1	1	8	6	4
1637067.0	1	1	3	1	4
1637067.0	1	1	1	2	4
1637067.0	1	1	8	3	4
1637067.0	1	1	4	4	4
1637022.0	1	1	3	1	4
1637022.0	1	1	7	2	4
1637049.0	1	1	1	1	4
1637049.0	1	1	4	2	6
1637049.0	1	1	3	3	8
1637049.0	1	1	8	4	4
1637085.0	1	1	4	1	4
1637085.0	1	1	7	2	5
1637085.0	1	1	1	3	3
1637085.0	1	1	2	4	3
1637085.0	1	1	8	5	4
1637076.0	1	1	4	1	4
1638066.0	1	1	3	1	4
1638066.0	1	1	1	2	2
1638066.0	1	1	2	3	3
1638066.0	1	1	7	4	4
1638066.0	1	1	8	5	4
1638004.0	1	1	3	1	3
1638004.0	1	1	4	2	4
1638035.0	1	1	3	1	4
1638035.0	1	1	4	2	4
1638035.0	1	1	1	3	8
1638035.0	1	1	7	4	4
1638035.0	1	1	2	5	8
1638035.0	1	1	8	6	4
1638025.0	1	1	3	1	5
1638025.0	1	1	4	2	4
1638025.0	1	1	7	3	4
1565035.0	1	1	3	1	4
1565035.0	1	1	4	2	4
1565035.0	1	1	1	3	2
1565035.0	1	1	7	4	4
1565035.0	1	1	8	5	4
1565073.0	1	1	4	1	5
1565073.0	1	1	3	2	5
1565073.0	1	1	7	3	5
1565073.0	1	1	1	4	8
1565073.0	1	1	2	5	7
1565073.0	1	1	8	6	4
1565020.0	1	2	4	1	4
1565020.0	1	2	3	2	4
1565050.0	1	2	4	1	8
1565050.0	1	2	3	2	8
1566001.0	1	1	3	1	8
1566001.0	1	1	1	2	8
1566001.0	1	1	6	3	8
1566001.0	1	1	8	4	4
1566058.0	1	2	3	1	8
1566067.0	1	2	3	1	8
1566067.0	1	2	4	2	8
1566067.0	1	2	1	3	8
1566067.0	1	2	7	4	8
1566067.0	1	2	8	5	4
1567009.0	1	2	5	0	6
1567009.0	1	2	4	1	6
1567039.0	1	1	3	1	4
1567039.0	1	1	4	2	8
1567039.0	1	1	1	3	2
1567039.0	1	1	8	4	4
1567039.0	1	1	2	5	8
1567053.0	1	1	1	1	2
1567053.0	1	1	3	2	4
1567053.0	1	1	4	3	4
1567053.0	1	1	7	4	4
1567053.0	1	1	2	5	8
1567053.0	1	1	8	6	4
1568061.0	1	2	4	1	8
1568067.0	1	1	4	1	4
1568067.0	1	1	3	2	5
1568067.0	1	1	1	3	3
1568067.0	1	1	7	4	4
1568067.0	1	1	2	5	8
1568067.0	1	1	8	6	4
1568040.0	1	1	3	1	3
1568040.0	1	1	1	2	1
1568040.0	1	1	4	3	4
